Arc_length vs Data,025_01months_DTI_antsBM,028_01months_DTI_antsBM,031_01months_DTI_antsBM,032_02weeks_DTI_antsBM,033_01months_DTI_antsBM,034_02weeks_DTI_antsBM,035_02weeks_DTI_antsBM,036_02weeks_DTI_antsBM,Atlas
-30.7621,0.000715676,0.000779737,0.000790842,0.000930819,0.00077299,0.000826994,0.000831476,0.000900551,0.000716691
-30.2621,0.000719404,0.000776419,0.000791357,0.000921835,0.00076821,0.000829451,0.00082959,0.000898628,0.000710959
-29.7621,0.00072008,0.000774718,0.000793577,0.000913739,0.000765242,0.000828975,0.000824636,0.000895899,0.000705169
-29.2621,0.000716157,0.000776409,0.000794786,0.000910916,0.000769004,0.00082106,0.000813791,0.00088915,0.000696876
-28.7621,0.000710831,0.000781888,0.000801692,0.000915477,0.000780014,0.000812076,0.000807481,0.000880264,0.000690992
-28.2621,0.000706021,0.000788678,0.000811288,0.000920631,0.000795223,0.000806156,0.000811769,0.000870449,0.000686326
-27.7621,0.000701981,0.000791002,0.000823169,0.000922814,0.000807507,0.000806236,0.000823316,0.00086117,0.000679334
-27.2621,0.000699355,0.000790561,0.000838695,0.000920859,0.000809056,0.000813029,0.000841,0.000852614,0.000670676
-26.7621,0.000698936,0.000790055,0.000846945,0.000916212,0.000801408,0.000820701,0.000851987,0.000845349,0.000660486
-26.2621,0.000702318,0.000791568,0.000845723,0.0009115,0.000789043,0.000826983,0.000854163,0.000839998,0.000649474
-25.7621,0.000708823,0.000795513,0.000834212,0.000907712,0.000775564,0.000829724,0.000848065,0.000835971,0.000638157
-25.2621,0.000716862,0.000799527,0.000811857,0.000906008,0.000765638,0.000826177,0.000833069,0.000833846,0.000626419
-24.7621,0.000723342,0.000798782,0.00078614,0.000906509,0.00076041,0.000816159,0.000815894,0.000833813,0.000615221
-24.2621,0.000724258,0.000788459,0.000763248,0.000906387,0.000755699,0.000800982,0.00079942,0.000834194,0.000603979
-23.7621,0.000717244,0.00076728,0.000747985,0.000902177,0.000746564,0.000784644,0.000784787,0.000831294,0.000591565
-23.2621,0.000701228,0.000738459,0.000737781,0.000890237,0.000728812,0.000770199,0.000770842,0.000819593,0.000576104
-22.7621,0.000677578,0.000707202,0.00072257,0.000868411,0.00070172,0.000755371,0.000754183,0.000796168,0.00055644
-22.2621,0.000648208,0.000676925,0.000694191,0.000838379,0.000666586,0.000734901,0.000731179,0.000762436,0.000532752
-21.7621,0.000615415,0.000650278,0.000654172,0.000804655,0.00062841,0.000705714,0.000700893,0.000723133,0.000506625
-21.2621,0.000583318,0.000628039,0.000613702,0.000771282,0.000592187,0.000670283,0.000666904,0.000684098,0.000480026
-20.7621,0.00055547,0.000608951,0.000583082,0.000742276,0.000562143,0.000635964,0.000635999,0.000651623,0.00045537
-20.2621,0.000533592,0.000591031,0.00056224,0.000719348,0.000539037,0.000607216,0.000612527,0.000629336,0.00043375
-19.7621,0.000516697,0.000571394,0.000544347,0.000702269,0.000521626,0.000583642,0.000595914,0.000616773,0.000415036
-19.2621,0.000501884,0.000549572,0.000525321,0.000690668,0.000508406,0.000564224,0.000583041,0.000610299,0.000398965
-18.7621,0.000487915,0.000528106,0.000505936,0.000682119,0.000496881,0.000548627,0.000570897,0.000605383,0.000385025
-18.2621,0.000476236,0.000510972,0.000489729,0.000675355,0.000486342,0.000538687,0.000559998,0.000600379,0.00037415
-17.7621,0.000468935,0.000501614,0.00047972,0.000671769,0.000477672,0.000536693,0.000553082,0.00059718,0.000368398
-17.2621,0.000469304,0.000502974,0.000478764,0.000675324,0.000476863,0.000543901,0.000553196,0.000599548,0.000370773
-16.7621,0.000480248,0.00051632,0.000490253,0.00068935,0.00049029,0.000560498,0.000563601,0.000610908,0.000383908
-16.2621,0.000503698,0.000541335,0.000515847,0.000714274,0.000519949,0.000585373,0.000586546,0.000633004,0.000408359
-15.7621,0.000539573,0.000575906,0.000554679,0.000747664,0.00056172,0.000616329,0.000622599,0.000665623,0.000442581
-15.2621,0.000582388,0.000613139,0.000601635,0.00078377,0.000605846,0.000650763,0.000666789,0.000703701,0.000481463
-14.7621,0.000621964,0.000642171,0.000646856,0.000814379,0.000641795,0.000684148,0.000707328,0.000737464,0.000515609
-14.2621,0.000649608,0.000655422,0.000681487,0.00083166,0.000663775,0.000711324,0.000733289,0.000758444,0.000536396
-13.7621,0.000663759,0.000654875,0.000701093,0.000833624,0.00067258,0.000728144,0.000742136,0.000764779,0.000540853
-13.2621,0.000668726,0.00064951,0.000705465,0.00082373,0.00067386,0.000732569,0.000739461,0.000761568,0.000533306
-12.7621,0.000667602,0.000645006,0.000696307,0.000805758,0.000670838,0.000724922,0.00073102,0.000751716,0.000521052
-12.2621,0.000660017,0.000640018,0.000676192,0.000783287,0.000662868,0.000705275,0.000717936,0.000734436,0.000507606
-11.7621,0.000644224,0.000629187,0.000648723,0.000756034,0.000647247,0.000674521,0.000696544,0.000706567,0.000492254
-11.2621,0.000622017,0.000610005,0.000617274,0.000723656,0.00062178,0.000634559,0.000664714,0.000667389,0.000473371
-10.7621,0.000598555,0.000586553,0.000586113,0.000688903,0.000590053,0.000591733,0.000626462,0.000623846,0.000452154
-10.2621,0.000577457,0.000563954,0.000558314,0.00065464,0.000558536,0.000555515,0.000589331,0.000584193,0.000432173
-9.76212,0.000560208,0.000547309,0.000537059,0.00062542,0.00053427,0.000532874,0.000561542,0.00055572,0.000416773
-9.26212,0.000547591,0.000540025,0.000525551,0.000605697,0.000522611,0.000525327,0.000547679,0.0005427,0.000407809
-8.76212,0.000539763,0.000542274,0.000523936,0.000597814,0.000523778,0.000529504,0.000547166,0.000544936,0.000405523
-8.26212,0.000536748,0.000550482,0.000528822,0.000600937,0.000533516,0.000540771,0.000556014,0.000558915,0.000408345
-7.76212,0.000537172,0.000558414,0.000534334,0.000611099,0.000546122,0.000554668,0.000568913,0.000578682,0.000412935
-7.26212,0.000538171,0.00056064,0.000534713,0.000623054,0.000556227,0.000566524,0.000580665,0.000597584,0.000415544
-6.76212,0.000536338,0.000555585,0.0005267,0.000632792,0.000560082,0.000570529,0.000585918,0.000610129,0.000413948
-6.26212,0.000528826,0.000546601,0.000512013,0.000638929,0.000555697,0.000562516,0.000581365,0.000613763,0.00040845
