Arc_length vs Data,025_01months_DTI_antsBM,028_01months_DTI_antsBM,031_01months_DTI_antsBM,032_02weeks_DTI_antsBM,033_01months_DTI_antsBM,034_02weeks_DTI_antsBM,035_02weeks_DTI_antsBM,036_02weeks_DTI_antsBM,Atlas
-31.8123,0.252525,0.322539,0.30523,0.22197,0.344688,0.303612,0.260583,0.229828,0.185568
-31.3123,0.255818,0.323371,0.308768,0.220256,0.348715,0.303404,0.260791,0.230061,0.189748
-30.8123,0.260217,0.326503,0.315564,0.220592,0.356702,0.305396,0.264157,0.232503,0.195726
-30.3123,0.265239,0.328517,0.321881,0.221557,0.363743,0.306108,0.268659,0.234953,0.202515
-29.8123,0.269768,0.327508,0.325805,0.222341,0.367757,0.304683,0.272647,0.236137,0.208626
-29.3123,0.274741,0.32418,0.328102,0.223218,0.36848,0.302009,0.275113,0.236042,0.214377
-28.8123,0.279291,0.318315,0.327938,0.223503,0.365044,0.297659,0.275256,0.234305,0.219385
-28.3123,0.28301,0.310992,0.3259,0.223343,0.358835,0.292233,0.273319,0.231378,0.223981
-27.8123,0.285867,0.303478,0.323061,0.223216,0.351388,0.286288,0.270337,0.227987,0.228718
-27.3123,0.286741,0.295916,0.319697,0.223194,0.34328,0.28004,0.266698,0.224297,0.233741
-26.8123,0.285579,0.288672,0.316214,0.223602,0.335164,0.273937,0.262956,0.22059,0.239396
-26.3123,0.28187,0.281626,0.312478,0.224323,0.327043,0.268032,0.259318,0.216597,0.245528
-25.8123,0.275642,0.27489,0.308324,0.225138,0.318705,0.26196,0.255887,0.212009,0.252338
-25.3123,0.267109,0.269328,0.303871,0.226097,0.310723,0.255621,0.253157,0.206713,0.259313
-24.8123,0.25665,0.265196,0.298979,0.226767,0.302965,0.248946,0.251033,0.200414,0.265722
-24.3123,0.245168,0.262677,0.294031,0.226988,0.295075,0.24244,0.249412,0.193422,0.271445
-23.8123,0.233668,0.261707,0.289146,0.226345,0.287038,0.237002,0.248072,0.186098,0.275804
-23.3123,0.223783,0.261641,0.284423,0.224534,0.278876,0.233315,0.246773,0.178735,0.278763
-22.8123,0.21685,0.262065,0.280589,0.221818,0.271498,0.231669,0.245457,0.171806,0.280459
-22.3123,0.213641,0.262447,0.277314,0.218787,0.265657,0.231625,0.243811,0.165411,0.28102
-21.8123,0.214393,0.262485,0.274528,0.216426,0.261802,0.233036,0.241801,0.159951,0.280793
-21.3123,0.217909,0.261968,0.271761,0.215106,0.259641,0.235197,0.239059,0.155491,0.279759
-20.8123,0.22199,0.260713,0.267902,0.214295,0.258645,0.236906,0.235152,0.151777,0.277942
-20.3123,0.224448,0.258385,0.26234,0.212872,0.25836,0.236818,0.230129,0.14865,0.275267
-19.8123,0.223481,0.253726,0.254381,0.209361,0.257654,0.233272,0.223658,0.145806,0.271262
-19.3123,0.218397,0.245159,0.244083,0.202885,0.254932,0.224854,0.215791,0.143273,0.265414
-18.8123,0.209878,0.231377,0.2327,0.193433,0.247849,0.211042,0.206736,0.141453,0.257191
-18.3123,0.19923,0.212941,0.221974,0.1818,0.234116,0.193494,0.196379,0.140947,0.245856
-17.8123,0.18908,0.19351,0.214434,0.170508,0.214511,0.177307,0.186069,0.142583,0.230806
-17.3123,0.185028,0.181543,0.213637,0.16541,0.197043,0.16913,0.180254,0.147017,0.217118
-16.8123,0.188378,0.179853,0.21742,0.168045,0.188594,0.169144,0.179699,0.153236,0.208859
