Arc_length vs Data,025_01months_DTI_antsBM,028_01months_DTI_antsBM,031_01months_DTI_antsBM,032_02weeks_DTI_antsBM,033_01months_DTI_antsBM,034_02weeks_DTI_antsBM,035_02weeks_DTI_antsBM,036_02weeks_DTI_antsBM,Atlas
-25.4913,0.357932,0.317835,0.342623,0.290083,0.347512,0.31283,0.302329,0.300338,0.265723
-24.9913,0.370714,0.314366,0.35071,0.296294,0.340151,0.319266,0.303806,0.304324,0.280644
-24.4913,0.38263,0.323026,0.36932,0.307624,0.344149,0.332314,0.314085,0.31426,0.318076
-23.9913,0.393618,0.340547,0.394003,0.32298,0.359854,0.351037,0.332859,0.326833,0.367682
-23.4913,0.405252,0.359257,0.418203,0.340166,0.378388,0.368674,0.353422,0.34187,0.401696
-22.9913,0.418177,0.378835,0.441995,0.358904,0.399435,0.385351,0.375607,0.359453,0.424247
-22.4913,0.433998,0.399814,0.466109,0.379722,0.422977,0.40223,0.398635,0.3798,0.441045
-21.9913,0.454175,0.42395,0.491221,0.404445,0.44927,0.419364,0.420923,0.403752,0.456447
-21.4913,0.47676,0.448691,0.512063,0.429116,0.474091,0.435175,0.438883,0.42535,0.478298
-20.9913,0.500362,0.471588,0.52722,0.450984,0.494081,0.449525,0.452178,0.44017,0.505671
-20.4913,0.522361,0.490241,0.538425,0.467977,0.506819,0.462475,0.462621,0.446885,0.533787
-19.9913,0.537318,0.501937,0.54668,0.476699,0.510946,0.473754,0.470416,0.445948,0.558344
-19.4913,0.53997,0.506275,0.552644,0.476859,0.508943,0.481767,0.474086,0.441577,0.576368
-18.9913,0.530346,0.503255,0.554523,0.470517,0.503523,0.485549,0.473199,0.438627,0.585303
-18.4913,0.515612,0.495471,0.552305,0.462427,0.498555,0.487373,0.470528,0.441372,0.585197
-17.9913,0.506197,0.488074,0.550003,0.457766,0.497337,0.491417,0.470374,0.451466,0.578736
-17.4913,0.509703,0.487424,0.552417,0.460297,0.501973,0.50109,0.476007,0.46688,0.571393
-16.9913,0.526512,0.496346,0.560759,0.470761,0.512506,0.515178,0.487386,0.48455,0.569766
-16.4913,0.550434,0.511983,0.571518,0.486019,0.525025,0.530329,0.502814,0.500457,0.577726
-15.9913,0.571772,0.527905,0.578614,0.500596,0.534301,0.542548,0.518129,0.509291,0.594827
-15.4913,0.582623,0.538909,0.577393,0.510209,0.537491,0.547346,0.526998,0.511768,0.616173
-14.9913,0.579545,0.542881,0.566961,0.51375,0.534899,0.541979,0.525189,0.507219,0.634749
-14.4913,0.563151,0.53772,0.547915,0.508124,0.525097,0.525873,0.512279,0.496807,0.643366
-13.9913,0.535047,0.517909,0.519983,0.487169,0.504222,0.499402,0.48657,0.480246,0.635953
-13.4913,0.493762,0.476198,0.480622,0.44519,0.467096,0.463706,0.444727,0.445797,0.608581
-12.9913,0.438519,0.411388,0.427353,0.383375,0.412857,0.414783,0.387673,0.391569,0.56186
-12.4913,0.379544,0.342156,0.3614,0.315171,0.348739,0.352349,0.323099,0.324974,0.502472
-11.9913,0.340252,0.30229,0.296736,0.257534,0.291399,0.289493,0.269772,0.270435,0.443872
-11.4913,0.335769,0.307911,0.2531,0.222306,0.253816,0.2395,0.242841,0.247902,0.402292
-10.9913,0.353926,0.341057,0.232172,0.205594,0.235727,0.212079,0.235046,0.250722,0.382006
-10.4913,0.363131,0.363903,0.227705,0.194799,0.231992,0.206728,0.232408,0.258215,0.373552
-9.99129,0.342712,0.356533,0.228783,0.185564,0.232174,0.21302,0.224965,0.253674,0.359155
-9.49129,0.305055,0.332254,0.23408,0.180979,0.236593,0.228607,0.215409,0.242701,0.330094
-8.99129,0.279795,0.317913,0.253518,0.189636,0.248123,0.251065,0.214969,0.237884,0.300728
-8.49129,0.282792,0.320648,0.285654,0.211357,0.262092,0.275672,0.225635,0.243853,0.28971
-7.99129,0.302964,0.325745,0.31692,0.234346,0.27323,0.296286,0.240959,0.252203,0.302866
-7.49129,0.320276,0.321969,0.333335,0.24886,0.278564,0.306916,0.254257,0.255212,0.329253
-6.99129,0.322771,0.310388,0.334532,0.255025,0.282576,0.307784,0.2628,0.254178,0.352773
-6.49129,0.312868,0.300629,0.328815,0.259877,0.288584,0.303356,0.267716,0.254405,0.366449
-5.99129,0.302379,0.300795,0.325758,0.268071,0.295606,0.298416,0.270069,0.259648,0.373857
-5.49129,0.299078,0.309591,0.330208,0.278937,0.302124,0.296572,0.269488,0.270926,0.381704
-4.99129,0.305709,0.323792,0.341589,0.288397,0.309258,0.301144,0.268911,0.286694,0.391646
-4.49129,0.323977,0.343538,0.362619,0.296056,0.321552,0.316135,0.273659,0.306689,0.403708
-3.99129,0.353641,0.370485,0.394555,0.306264,0.341152,0.342115,0.289043,0.330413,0.418004
-3.49129,0.392741,0.405959,0.433,0.321768,0.365994,0.373105,0.315029,0.354972,0.43518
