Arc_length vs Data,025_01months_DTI_antsBM,028_01months_DTI_antsBM,031_01months_DTI_antsBM,032_02weeks_DTI_antsBM,033_01months_DTI_antsBM,034_02weeks_DTI_antsBM,035_02weeks_DTI_antsBM,036_02weeks_DTI_antsBM,Atlas
-20.3041,0.183615,0.113006,0.234253,0.18292,0.237529,0.304768,0.153286,0.181067,0.129465
-19.8041,0.170515,0.125107,0.25626,0.185873,0.241376,0.310434,0.150798,0.179616,0.134263
-19.3041,0.158673,0.141744,0.283942,0.196395,0.244034,0.321376,0.151768,0.177073,0.142195
-18.8041,0.145794,0.157644,0.308856,0.20807,0.239204,0.329846,0.152366,0.171177,0.152266
-18.3041,0.132859,0.170362,0.323565,0.214866,0.228866,0.331826,0.154048,0.165775,0.164096
-17.8041,0.122769,0.177909,0.319548,0.211161,0.213884,0.319785,0.158149,0.161231,0.176429
-17.3041,0.117181,0.177568,0.288977,0.192973,0.197352,0.289512,0.16421,0.158103,0.186779
-16.8041,0.117081,0.172474,0.239584,0.16561,0.185171,0.250039,0.172303,0.155281,0.194647
-16.3041,0.121797,0.167172,0.189043,0.140056,0.180955,0.213766,0.180501,0.150814,0.200579
-15.8041,0.130014,0.163422,0.153254,0.125066,0.18549,0.191045,0.186608,0.145762,0.204979
-15.3041,0.141027,0.160599,0.137998,0.122123,0.1964,0.181379,0.189749,0.142908,0.208498
-14.8041,0.153348,0.156781,0.137931,0.126394,0.207885,0.177348,0.190064,0.14433,0.212575
-14.3041,0.164131,0.150431,0.143477,0.132188,0.213361,0.173637,0.189328,0.148316,0.218725
-13.8041,0.171172,0.141719,0.148187,0.135828,0.210055,0.168938,0.189779,0.15199,0.227374
-13.3041,0.173717,0.132132,0.150333,0.136384,0.198845,0.163763,0.192868,0.153142,0.237019
-12.8041,0.173037,0.123951,0.151092,0.134804,0.183348,0.158504,0.197901,0.151277,0.245439
-12.3041,0.171926,0.118632,0.151348,0.132276,0.168377,0.152988,0.201774,0.147631,0.252111
-11.8041,0.172084,0.116577,0.151236,0.129321,0.15829,0.147578,0.201181,0.1438,0.258204
-11.3041,0.173147,0.117937,0.151396,0.126649,0.156324,0.143767,0.195295,0.141402,0.264509
-10.8041,0.173798,0.12271,0.153174,0.125023,0.16236,0.143276,0.186904,0.141697,0.271072
-10.3041,0.173521,0.130408,0.158075,0.124929,0.172343,0.146483,0.181035,0.145157,0.277496
-9.80412,0.173952,0.139988,0.167416,0.127832,0.181584,0.152384,0.182003,0.151518,0.2835
-9.30412,0.177857,0.1506,0.181154,0.134848,0.187952,0.160457,0.190912,0.160047,0.288024
-8.80412,0.186607,0.163368,0.198427,0.145814,0.193652,0.171023,0.205402,0.170731,0.288778
